Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
410000,1.0943135,4.51191135734072,0.8756977,0.8576902047337711,0.8576902047337711,0.011895523,0.23855524,5.7042307e-05,0.119014084,0.00010316896,1.0
420000,1.0888615,4.079857578840285,0.87445396,0.8504459905835907,0.8504459905835907,0.01252133,0.2325941,5.0970764e-05,0.11699022,9.325211e-05,1.0
430000,1.0861208,4.235109717868339,0.9046871,0.8863608100465125,0.8863608100465125,0.008219126,0.23448351,4.5040768e-05,0.115013555,8.356644e-05,1.0
440000,1.0796467,4.640474844544941,0.9241386,0.9151752560624274,0.9151752560624274,0.006302541,0.23877405,3.9075785e-05,0.11302523,7.3823634e-05,1.0
450000,1.0743678,4.709714285714286,0.92088366,0.9108818648106601,0.9108818648106601,0.0057461336,0.23537129,3.295865e-05,0.11098618,6.38323e-05,1.0
460000,1.0706112,4.365105008077545,0.9019728,0.8909715678826798,0.8909715678826798,0.0075858035,0.23853163,2.6973912e-05,0.10899127,5.4057233e-05,1.0
470000,1.068949,4.230046948356808,0.9230735,0.9124320234098008,0.9124320234098008,0.0058640763,0.23521627,2.1011636e-05,0.107003845,4.431885e-05,1.0
480000,1.068012,4.455093099671413,0.92332155,0.9133461068255523,0.9133461068255523,0.006104625,0.23797543,1.4963293e-05,0.104987726,3.4439887e-05,1.0
490000,1.067016,4.256585879873551,0.9213536,0.9147220914846449,0.9147220914846449,0.0065277345,0.23620759,8.897457e-06,0.102965795,2.4532354e-05,1.0
500000,1.0663695,4.150953116950026,0.9200148,0.9103532897744591,0.9103532897744591,0.00707249,0.24017222,3.0206077e-06,0.101006836,1.4933496e-05,1.0
