Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
10000,1.4030882,8.455743879472694,0.22789565,0.14982858447890196,0.14982858447890196,0.5108482,0.24543007,0.00029700046,0.19900014,0.0004951007,1.0
20000,1.3675562,11.714471968709256,0.3347469,0.40426606131134113,0.40426606131134113,0.09424622,0.24918754,0.00029144142,0.19714713,0.00048602096,1.0
30000,1.3458642,20.928783382789316,0.32081407,0.4370172972004506,0.4370172972004506,0.05496179,0.24628033,0.0002854354,0.19514513,0.00047621105,1.0
40000,1.3266436,30.06159420289855,0.32454327,0.5170833401152514,0.5170833401152514,0.03504914,0.25071022,0.00027882922,0.19294307,0.000465421,1.0
50000,1.3051556,38.121212121212125,0.29375017,0.5228220970352735,0.5228220970352735,0.025726026,0.2477528,0.00027308072,0.19102691,0.00045603182,1.0
60000,1.2933639,59.33802816901409,0.29525578,0.46166668160102603,0.46166668160102603,0.02205771,0.23773272,0.000266707,0.18890232,0.0004456214,1.0
70000,1.2809724,52.0,0.28801277,0.5248310934450175,0.5248310934450175,0.025498027,0.24582149,0.00026137498,0.18712498,0.00043691244,1.0
80000,1.2720101,83.1948717948718,0.17873803,0.3552356171056004,0.3552356171056004,0.026647836,0.24770011,0.0002545913,0.18486375,0.00042583238,1.0
90000,1.2613615,65.88983050847457,0.22486517,0.5280645300273693,0.5280645300273693,0.016613426,0.2492593,0.00024901918,0.18300636,0.00041673126,1.0
100000,1.2319182,100.15942028985508,0.13814633,0.49276120599303674,0.49276120599303674,0.008011068,0.24211875,0.00024315878,0.18105291,0.00040715927,1.0
110000,1.2223662,96.6231884057971,0.15513611,0.5032575918276879,0.5032575918276879,0.017325092,0.24274811,0.00023708002,0.17902666,0.00039723061,1.0
120000,1.2158349,111.89473684210526,0.08992746,0.5312500075564127,0.5312500075564127,0.0056682057,0.22920142,0.00023111649,0.17703883,0.0003874902,1.0
130000,1.2074591,120.33333333333333,0.068147704,0.4906756851973163,0.4906756851973163,0.006449911,0.24146064,0.00022515404,0.17505133,0.00037775154,1.0
