Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
10000,1.4086124,13.6875,0.33439106,0.4073529411764706,0.4073529411764706,0.10984394,0.2553113,0.00029683643,0.19894545,0.00049483276,1.0
20000,1.3989787,9.99343544857768,0.7176363,0.7505518763796909,0.7505518763796909,0.062226493,0.25150254,0.00029105358,0.19701788,0.00048538746,1.0
30000,1.3844361,8.348924228250702,0.9358456,0.9700374531835206,0.9700374531835206,0.010028897,0.23878066,0.00028485764,0.19495255,0.0004752675,1.0
40000,1.3676271,7.104489795918368,0.95856035,0.9870024370430545,0.9870024370430545,0.007088081,0.23997611,0.00027894802,0.19298267,0.00046561513,1.0
50000,1.3487263,6.545112781954887,0.9636367,0.9939577039274925,0.9939577039274925,0.0033178758,0.24060106,0.00027296232,0.19098742,0.00045583834,1.0
60000,1.3327923,5.830705962988348,0.96919715,0.9959016393442623,0.9959016393442623,0.0029654442,0.2427966,0.00026694828,0.18898275,0.00044601547,1.0
70000,1.3319726,5.813732154996601,0.97010016,0.9986376021798365,0.9986376021798365,0.0006285087,0.24673276,0.00026098572,0.18699521,0.00043627666,1.0
80000,1.3393114,5.668227424749164,0.9683727,0.9946595460614153,0.9946595460614153,0.0035398505,0.24374825,0.00025498576,0.18499523,0.00042647668,1.0
90000,1.336704,5.625664893617022,0.9701198,0.9980119284294234,0.9980119284294234,0.001385755,0.24639006,0.00024902716,0.18300904,0.0004167443,1.0
100000,1.3241456,5.635278514588859,0.96792424,0.9887193098871931,0.9887193098871931,0.0044568935,0.24538875,0.00024304849,0.18101616,0.00040697915,1.0
110000,1.3151218,5.467096774193548,0.96963114,0.9948353776630084,0.9948353776630084,0.0021896376,0.24114543,0.00023704511,0.17901504,0.00039717366,1.0
120000,1.3171792,5.390856406954282,0.9726753,0.999360204734485,0.999360204734485,0.00041528512,0.24200068,0.00023102642,0.17700881,0.00038734305,1.0
130000,1.3119295,5.598679867986799,0.96824193,0.992089650626236,0.992089650626236,0.004452662,0.25168473,0.00022504393,0.17501462,0.00037757165,1.0
140000,1.3017814,5.709418837675351,0.9685627,0.9892617449664429,0.9892617449664429,0.0051767323,0.23737659,0.00021898943,0.17299646,0.0003676827,1.0
150000,1.2792103,5.5838264299802765,0.9694084,0.9940789473684211,0.9940789473684211,0.003529211,0.24182187,0.00021297994,0.1709933,0.00035786713,1.0
